Sample number,X1,X2,X3,X4,Y
298.0,2876286.4221089296,3069157.4639973696,3244699.417752934,3360902.9175907667,2556976.8008282296
299.0,2702828.214568925,2903737.0646564756,3064965.215576267,3156049.1513040983,2430154.58916321
300.0,2846584.683993217,3039279.555171734,3143261.810041116,3351846.6505090008,2548645.5207498944
301.0,2573014.855577042,2685262.8917204626,2777710.0015657507,2862852.209510711,2233418.0763155823
302.0,2552632.6828390392,2792871.717231671,2944417.942176623,3040222.728901549,2317443.8585376726
303.0,2634752.9880446983,2878447.909020755,2996409.433269334,3151663.355825594,2344212.836870658
304.0,2809343.389055659,3030592.08900907,3164791.287546696,3218657.2788486374,2505926.674495762
305.0,2803554.6752510895,3000909.13607329,3082756.105645411,3235786.038036192,2521796.6240550387
306.0,2844380.059257362,3012341.548308834,3146545.0918024187,3317023.507212937,2539995.8418396586
307.0,2719801.9318125034,2853546.424269333,2972391.936116912,3117621.422126962,2290446.4503213726
308.0,2550081.746186891,2793438.835474188,2976449.3308384065,3067870.0092285736,2334480.7263005516
309.0,2698676.06471089,2879723.619733995,2980909.8835064014,3078078.2600593306,2449188.561664027
310.0,2864533.33572249,3079060.809805159,3222505.9200112717,3291481.636555695,2521220.333200611
311.0,2925674.2048226115,3120924.499926045,3273848.64076486,3373859.6072667288,2633288.5050249025
312.0,2522524.292696938,2659067.9926743484,2812101.22988848,2911363.7622440876,2226106.081968116
313.0,2488541.416056584,2617860.1217340888,2720922.628628809,2793684.1758093955,2229667.7269963278
314.0,2518181.639280277,2691590.1296067038,2818610.7782888985,2991571.758427241,2248763.110157001
315.0,2569744.2074834723,2688214.9773234297,2806347.837478507,2855702.5324314195,2303951.594975305
316.0,2523665.142353198,2719172.744473437,2842741.025339223,3023672.4158157604,2263683.2578504146
317.0,2640035.1336539704,2850134.25561778,3025391.1273849607,3255591.624220318,2277393.493753052
318.0,2653228.074862409,2804559.366624811,2910819.0302919764,2977547.145217402,2370252.2282926985
319.0,2637474.877284776,2824182.8750894493,3027845.6293627275,3156897.779459905,2257704.7171311555
320.0,2778796.652394281,2988845.8427579375,3135092.2617408875,3366286.630805149,2482582.3999798493
321.0,2933470.74741182,3173981.3601948614,3302456.9927082155,3400649.675565286,2656068.131664041
322.0,2453307.2499937573,2654876.253672948,2829995.997533935,3019197.735036808,2193418.3264302737
323.0,2833459.285214223,2977801.5863499567,3101378.2958175065,3195839.097771402,2541172.2108051176
324.0,2681796.242806623,2871934.3974066377,3065896.1613902687,3230352.782199635,2284533.675072705
325.0,2941783.639885856,3141135.144915454,3334160.753211344,3327186.9647094146,2620244.6037018225
326.0,2651558.1765471287,2836738.077553663,3028144.861678181,3233463.1595671917,2326695.5195025154
327.0,2688116.8044674597,2925082.6845890507,3014968.638057484,3205740.1108543593,2427711.0386334374
328.0,2486468.102869197,2671986.3628639383,2806961.9799412345,2863914.5745901666,2235510.1397002223
329.0,2408789.1638051346,2532527.139624135,2647417.9170187945,2770164.2230020952,2057459.1117751356
330.0,2349525.6380575444,2503209.4362383597,2638325.2230125065,2714761.0978061324,2089083.718176555
331.0,2615802.2770686466,2852001.2840989977,2980195.8185809236,3090101.402898506,2383288.021982034
332.0,2566761.315559333,2744499.1445469745,2836898.67506985,2963615.3641150515,2339027.8354890975
333.0,2645217.1395653593,2924292.574430416,3125482.57195319,3350811.1646382967,2417141.061455532
334.0,2626475.5888474523,2894008.4494472733,3100463.0783726657,3300174.03669748,2328068.0620424645
335.0,2453741.451677446,2600057.039841851,2693780.6569939526,2846204.244007175,2161534.3828850947
336.0,2974517.32519327,3160154.5631114724,3367886.9064875944,3462398.503206007,2659174.787305263
337.0,2760313.6222690013,3028693.1499235937,3163585.2557938434,3348983.2733080923,2451799.59709762
338.0,2600440.314616891,2703192.9284742065,2790027.9773481465,2884224.003976997,2315441.358192233
339.0,2508332.684889289,2793981.334339696,2968818.493157769,3167659.5076556015,2220821.0130009768
340.0,2626787.7267525773,2887117.5697804578,2999040.515031865,3203709.408150728,2332893.5133991833
341.0,2708477.0846220637,2840097.266402766,2944640.3006344703,3064451.501903752,2429982.239562899
342.0,2546778.0892627807,2817621.706336048,3016049.9791381615,3134595.0193105116,2257773.2146417717
343.0,2904305.7465010397,3101948.396919043,3277750.952201766,3280816.610806344,2590808.0710488902
344.0,2566168.9473409774,2779809.210042375,3029847.2584906435,3169270.457310683,2309559.569944924
345.0,2521542.7356958403,2718126.956220396,2885387.7416590676,3029102.416911869,2257299.7543530203
346.0,2745632.383174537,2940215.200467877,3062853.1836811756,3279076.0890938365,2379662.6777152605
347.0,2620851.171766513,2739431.151414286,2809633.3720110226,2887086.5240685176,2325628.085444043
348.0,2828374.140823034,3046778.3768212707,3208067.0959001062,3357300.3488066257,2536901.03957212
349.0,2522065.675708115,2668442.821381848,2768290.0580317723,2881453.8414320983,2227225.809884039
350.0,2814003.9521435574,3003698.521507852,3165053.949148288,3308589.930732238,2416844.5572161037
351.0,2567126.020630592,2795796.3069057697,2958898.246660811,3146429.479603471,2244209.8851770256
352.0,2782916.888853105,3023998.3391577117,3168849.0706994026,3268066.6024756213,2533416.847256801
353.0,2473033.7290785126,2711193.0928194504,2881956.8520813035,3029725.266490306,2150775.1578959776
354.0,2526210.8494313224,2737942.6069024587,2925689.290385722,3064024.5547640673,2201446.5237536617
355.0,2573544.4250808856,2761584.164363579,2982556.758736446,3060992.5712926127,2316115.204703204
356.0,2435735.13894173,2624017.8748243176,2716399.056537975,2889185.8060898622,2181528.426462361
357.0,2762780.319637858,3048155.5036912565,3251157.9404262165,3485350.3553617373,2505066.9768865295
358.0,2921121.0780232097,3142750.368997894,3283259.7292115125,3369266.747473674,2659147.511006367
359.0,2604319.123518781,2798752.892858311,2983168.0668205614,3065130.188046473,2248162.441499561
360.0,2497892.986886345,2692148.4042856176,2802832.130624897,2914137.1534917885,2226429.245690757
361.0,2914156.165267033,3098074.3866710933,3287630.2250087424,3336192.289109016,2603417.4416616955
362.0,2624421.993894839,2862071.0507477014,3119441.095164567,3269326.3774184757,2363951.642597316
363.0,2755773.8395141275,2889328.738702746,3002219.552018047,3104451.6044188645,2385441.268440015
364.0,2671038.8356618555,2773318.108750529,2893656.0647421316,2999535.972307389,2379757.5208964753
365.0,2437945.15787035,2657094.319582174,2792151.0911265286,2941188.484684048,2184890.669029925
366.0,2592021.7623686288,2763517.4255360267,2931071.3917047484,3003847.4571077386,2221694.461245189
367.0,2336305.629700026,2555994.843697214,2735594.8093049573,2845336.6155892047,2040671.548062267
368.0,2624473.023202032,2930566.1626979746,3105060.660664438,3407217.9587818296,2321807.2579316874
369.0,2551268.719125816,2814092.055044403,3061561.5519478996,3260100.354022926,2216333.445304217
370.0,2392540.331622765,2571483.752717065,2673688.273454492,2794085.147821263,2100170.758890956
371.0,2782663.8911890867,3059337.8830576735,3237613.2864096314,3378486.2366535068,2535749.3418420316
372.0,2810826.033027418,3005516.3514286233,3130314.7390782144,3322477.0029829238,2504061.0055013015
373.0,2488029.7381219603,2634276.3803166584,2773609.555778456,2914014.0860713483,2135014.785368112
374.0,2980349.9244282986,3142620.4066822766,3318199.7208504872,3445812.073101398,2660953.576042125
375.0,2688814.0144142406,2850018.4065331095,3034172.0573931597,3098423.443245478,2368334.197500853
376.0,2668279.651544135,2819942.407933346,2941227.1011227644,3021092.7815051773,2402073.8264715304
377.0,2811193.2484650873,3037538.985876997,3218400.497837204,3396991.1755957315,2517675.246226493
378.0,2721104.5890817503,2876989.7206916497,3010586.659538338,3071125.285036655,2399589.4466716466
379.0,2478053.208573279,2731423.9519869904,2937630.1453995104,3012032.426222456,2214530.446680903
380.0,2602535.9007030497,2767075.5647761133,2896033.9848948885,3036731.550561366,2309235.0690723197
381.0,2796493.821907584,2932063.807725813,3027658.979656888,3159765.6687472695,2422233.177189794
382.0,2481162.4318064395,2693710.8130244534,2859420.749936541,3063076.682089477,2167969.4156370987
383.0,2651084.372013344,2803440.5185952396,2895473.6898033447,3010786.435399172,2388102.942791632
384.0,2663253.633637514,2801980.7162382407,2903262.8122838293,3015901.518613629,2354855.4488491965
385.0,2822064.9156755065,2987818.472420237,3083896.471569509,3196349.1377219763,2538782.1473445566
386.0,2836033.9423498786,3023056.9218600695,3157303.0312682875,3234705.651967035,2552182.0343180574
387.0,2487986.0120139453,2625821.4057736453,2817151.787666769,2915768.6092052376,2165573.113741118
388.0,2828622.6429850715,3016009.45057067,3157810.9523395724,3277485.9092276883,2491698.561745263
389.0,2551324.2445292682,2832316.4194684043,3041012.4952396653,3222250.790706828,2284858.68294704
390.0,2554541.434130654,2729343.6304753656,2835985.2539649974,2949854.614561183,2299315.5027677095
391.0,2713196.2626146763,2946892.6973519432,3070186.6898259274,3169006.171453516,2417301.316998433
392.0,2510692.3109949925,2707598.5431065657,2897790.681598454,3066319.4606673773,2196145.92642964
393.0,2548221.634365154,2706904.3521526395,2840926.8777219094,2920058.034712533,2248314.4700677698
394.0,2497563.1134605585,2717088.1101560956,2916280.999218405,3042073.586326576,2261327.4242992033
395.0,2935966.8841022756,3146157.315431842,3317215.521631301,3442156.4930303707,2609367.439930469
396.0,2723670.085355545,2862110.8422138803,2979630.293118715,3109804.5176174743,2404622.131650295
397.0,2588679.6248468496,2793215.1609115596,2903973.993752063,2986508.8928775173,2307777.3942066045
398.0,2618112.0103697833,2850668.935583061,2995727.2401538608,3200753.768986492,2354118.9316999074
399.0,2899024.0683400836,3067269.9604626377,3256922.6709608086,3377214.960687027,2597826.321387508
400.0,2615931.1666158247,2823411.61983328,2973051.185099433,3201672.4260695754,2291684.910403472
401.0,2651592.0716657685,2824801.3790652924,2948659.6190253124,3057490.573593154,2361853.1581698735
402.0,2510260.96790335,2697737.6277839188,2824509.816721332,3047441.220330731,2240369.5241992474
403.0,2294398.712945043,2460467.679750298,2599539.361865572,2714725.3346780436,2032530.390094638
404.0,2325951.601082682,2585575.3450065246,2775918.28100353,2962833.83017638,2129354.640361498
405.0,2662333.0052813045,2878271.630857807,3003634.8086073585,3188055.8306446034,2335367.010412962
406.0,2974147.7277919217,3159172.222343983,3316135.507015649,3387329.0921153394,2675697.6209057006
407.0,2621802.3822261263,2782109.415191403,2874005.5797904283,3044342.7699940028,2276777.452191162
408.0,2374769.818911815,2580653.9611267615,2736045.879604273,2963137.7242156905,2125092.0674023796
409.0,2516344.4049187726,2671228.5152456486,2839184.923893853,2965383.688036063,2250022.067038419
410.0,2520357.544853904,2779530.788166283,2946398.1205275822,3175750.7443808457,2234961.756609518
411.0,2799715.6705213985,2998450.8899520915,3132248.896618561,3359662.6648464007,2499980.075140822
412.0,2677222.663381385,2836369.252289679,2993493.5180244297,3108566.778692203,2299848.502049769
413.0,2732356.917265664,2962194.272502685,3121195.12921308,3372734.2876069983,2422869.3119105096
414.0,2767283.3302785163,2931996.005424121,3052767.0226609637,3164554.384213847,2441648.5151633406
415.0,2616987.072115826,2719319.8705351073,2810458.243146861,2848499.8137537194,2340805.2009592955
416.0,2865280.476778347,2997121.9560594885,3112271.533885777,3161186.804202134,2558630.876934937
417.0,2650244.4458177425,2884274.829201041,3064190.957590535,3252328.022319718,2351962.5720054377
418.0,2728146.438068328,2938137.4633823754,3091721.6644250746,3153659.5259586647,2497306.7715140916
419.0,2658278.1539672553,2940041.331338026,3124916.1210498274,3291674.5778474538,2356853.7320628744
420.0,2561299.414931849,2752443.3887653947,2871102.0257040886,2998154.666961687,2327568.7533579706
421.0,2874798.7498998703,3045379.650805058,3315094.083377062,3399445.740573455,2463898.474994802
422.0,2794817.0395188075,3014126.6425771387,3182829.028217818,3316988.8086020728,2505152.6770141977
423.0,2759918.2068153014,2916144.231749626,3031233.206057011,3087475.112646955,2406420.958159735
424.0,2930699.082224507,3187571.6262569185,3335229.5995834973,3397941.7330828635,2658743.0825666445
425.0,3069980.5849243416,3264027.636473571,3406409.224570498,3478034.899230052,2741107.6240502493
426.0,2694057.747377359,2909923.8761538384,3062499.5865836823,3281928.8888699133,2402435.7799736937
427.0,2662822.1747652665,2794598.731250003,2930122.234442433,2999753.1244688295,2381473.3129367507
428.0,2526390.104371099,2824784.558473656,3006248.5807611654,3286564.4118105676,2231309.530603413
429.0,2401219.0039329124,2599141.0981730525,2756287.094638621,2917130.177484519,2164198.9085065974
430.0,3003958.2497263355,3237231.319344277,3412309.5835936572,3506566.9225118803,2675496.238628739
431.0,2629536.237131607,2829648.788433579,2971537.891505127,3099166.097717525,2357738.5941990335
432.0,2614786.8802664652,2823934.008060136,2987006.5335824625,3213569.4202537225,2360468.676245972
433.0,2845889.5145188686,3052302.915840708,3170667.9796521664,3230591.109936731,2540333.5962451966
434.0,2312275.650896128,2458462.3888388383,2558049.2914217734,2701142.702380576,1981321.530955483
435.0,2727464.3814235283,2869094.068450846,2982604.543945967,3023322.5594009254,2453542.929350872
436.0,2541092.525321049,2664564.4966647984,2766446.609182723,2880665.26696822,2199753.492758993
437.0,2438826.367356233,2616943.9726874474,2777829.039429031,2853350.783857949,2192105.2125634593
438.0,2755330.40095212,2969807.7044904293,3155249.9536063825,3377806.7084145537,2346387.7062569126
439.0,2747579.367164996,3020364.4118302227,3142828.685684399,3309184.2575735953,2445623.6188562093
440.0,2489036.288051261,2724433.059215388,2854875.4011493744,3078186.719127974,2170150.778862002
441.0,2585680.997269905,2730051.3281673747,2841120.9825039944,2882135.357396544,2210137.2034630673
442.0,2669463.9084962215,2789837.0474611027,2894858.9697102937,2950218.1178659117,2339642.0604274822
443.0,2635209.9274282753,2740992.147484394,2826975.1881651115,2937523.532893083,2288718.0629878016
444.0,2458704.5124450917,2639299.6134172953,2748082.2352760686,2863334.4351922087,2163114.0886399243
445.0,2509149.165917874,2681572.199740427,2824991.592881801,2999275.8464666223,2200452.41605549
446.0,2500309.3354248516,2666304.2066270993,2766879.3157464894,2933075.6806246405,2236121.10276635
447.0,2604936.59793578,2800556.951552345,2880967.788410156,2942090.0728037935,2326127.963362383
448.0,2590362.9624331575,2767821.6648022304,2898504.1189445625,3090980.433254972,2220521.6083827936
449.0,2740027.289859739,2914450.637516348,3011328.9356187806,3120174.5999090043,2384765.512903435
450.0,2588770.039967111,2801735.595018841,2960212.011238945,3046425.017891651,2270688.458317616
451.0,2585691.891866364,2811608.0435934174,2966971.844239567,3204110.120525893,2256686.389688688
452.0,2947242.749525537,3256734.8464205475,3396926.032543785,3517667.4519316675,2687331.5584323998
453.0,2640865.534115526,2917905.580596663,3035286.1920276745,3240036.267782607,2342663.2577709323
454.0,2404263.1963502853,2589476.807431359,2746788.6839141734,2856833.4088024357,2157453.0213019727
455.0,2646181.248283233,2862510.5135384416,2964274.995643127,3153619.6996309697,2351699.1760150082
456.0,2521264.074185954,2716557.2330837045,2838334.944150782,2969511.8171761846,2257408.135058332
457.0,2426039.4049752974,2718228.4428364746,2892155.212126712,3167114.5989870625,2139669.231085022
458.0,2751987.1626749295,2960632.7407006035,3102306.803370156,3270079.240013395,2446592.855648993
459.0,2654539.476780043,2861173.478044964,3083984.4842477213,3216819.6070199627,2374716.4576305146
460.0,2637810.6069917544,2773685.543591231,2903383.469230698,2969149.57078111,2375598.347323243
461.0,2837565.8927543876,2996634.9530493114,3212473.238357177,3237145.0650552576,2537687.5260072094
462.0,2595705.4991592225,2743363.6583807115,2879909.8526792303,2961835.524446615,2333276.711847884
463.0,2445504.211643933,2728946.9946628395,2910116.206457696,3211500.1316069993,2157833.2437009453
464.0,2798187.4685733407,3036785.3668523896,3169279.864134063,3375803.443284183,2511499.3696419974
465.0,2556520.436729421,2723586.6616011253,2834776.2599026766,2958635.240358591,2252870.420630965
466.0,2700104.0512190685,2843399.401489347,2931714.5015889066,3048159.62444135,2430898.0903319507
467.0,2495200.8834327944,2743354.1696689697,2825583.9388809516,3003277.9796310267,2218803.730603562
468.0,2581940.3912377874,2719581.708485249,2868888.926996725,2925859.575432077,2281168.540007052
469.0,2575555.331898331,2732660.1809356306,2858239.185912304,2980187.0499701435,2305712.1693057106
470.0,2762833.7218545335,2968755.6712562996,3155157.5701232473,3187944.6362358304,2515807.0975726573
471.0,2563057.3111119927,2720968.2040513977,2807868.0371665033,2894854.5680701467,2313550.8586100917
472.0,2742488.516558595,2918794.501416613,3035595.9147426593,3170811.124398125,2415469.2134265127
473.0,2484396.3415797623,2715617.2699203277,2886889.146199661,2982323.4153994704,2233886.558769878
474.0,2458722.27764808,2675946.774859428,2845544.2303312784,2947308.973458125,2200467.7592776166
475.0,2636286.092491043,2835782.326642059,2997450.9849136705,3113460.1589256115,2372503.8826953145
476.0,2577743.865767065,2782655.2363737966,2896605.8221092406,3124303.10817004,2311875.05060467
477.0,2444782.297084623,2668790.312284333,2848667.3619696563,2978154.1373565733,2187961.2272169534
478.0,2288095.344449862,2477545.360343211,2567190.772092827,2692131.8321566544,2005156.237513662
479.0,2476583.2404974937,2721987.725920711,2908937.222425426,3101715.120732871,2243600.195945501
480.0,2690147.4203752773,2904041.4066249803,3020996.2945192247,3212567.627324028,2412760.932439983
481.0,2452478.831142318,2604524.07070683,2760822.191033114,2847298.7252294365,2194312.877722881
482.0,2643441.0363027193,2852521.3532612454,2982189.4016165705,3083598.9691304476,2392140.152576765
483.0,2416406.763475087,2612867.3352730786,2758180.1906449744,2983648.82978095,2160062.4573689303
484.0,2668716.1630395725,2815126.5485076094,2863135.6983771455,2963676.1012337618,2405645.713878195
485.0,2609801.813508875,2826615.478645598,2981384.2863938245,3102758.2775300993,2286240.2617034195
486.0,2938610.8537678937,3092842.910244437,3252782.261576938,3335153.5300095715,2624180.6139786695
487.0,2443939.3079556804,2655535.3025761438,2884119.974881642,3015401.9486913877,2131989.681948334
488.0,2519871.4452404436,2715770.0057816445,2895213.4950857,3102329.69930854,2204478.388761707
489.0,2763997.949595629,2892135.9854818126,3001466.264857979,3056918.0876667774,2477092.5599333886
490.0,2735975.7929503773,2923169.4200055925,3054712.981434779,3229732.3337769345,2451655.024501591
491.0,2468173.269543307,2690723.762017364,2938265.609342709,3103825.952849903,2218860.7272281246
492.0,2781337.652461631,2966776.980731296,3076957.4753193753,3223573.2868368207,2451113.144665625
493.0,2717081.1612038403,2891903.78018676,3040124.0899855304,3089958.9961631466,2433285.0505515905
494.0,2423684.7432181607,2678244.004491356,2812434.4168515126,3056127.2869848385,2174556.494216429
495.0,2734597.4608243755,2907775.8210032433,3092128.049208238,3377816.8170355093,2418519.658152231
496.0,2584653.4943967154,2772232.310556392,2941091.5640735943,3121297.770936821,2307967.214733071
497.0,2941451.1994145205,3194197.779228085,3325405.374851344,3578972.568580451,2635682.7159389853
498.0,2736099.1672097077,2845932.4880092028,2921325.5654735947,3015017.6096676155,2444550.1944250944
499.0,2450063.5964074973,2678026.2193295127,2842499.698227228,3062030.276231399,2214232.368249909
500.0,2616329.066900805,2797235.375289377,2918235.5061186343,3065828.1737708054,2301874.038532314
501.0,2761415.6208555987,2967089.5775629715,3174032.729733591,3347687.383491601,2417649.3837802173
502.0,2745237.1479049544,2972067.2308506668,3114871.7028405103,3213312.221284124,2502389.2274998724
503.0,2475451.775404951,2687146.24712491,2849876.5075441785,2991911.1215401553,2165797.39987413
504.0,2263486.5357424472,2458852.358922199,2592724.126175516,2746162.7778585013,2028342.1650289488
505.0,2640947.433118483,2857285.9269997803,3049472.946349085,3203279.2422809526,2313020.6183420415
506.0,2618162.8698838577,2893666.6826901897,2990321.0742805414,3206764.911526502,2390930.7620962495
507.0,2614943.799241702,2761916.7210421585,2912211.722010455,3049127.9114360004,2304383.8571381583
508.0,2796873.6910113236,3017151.151059311,3144853.886708566,3293559.5841740877,2510160.6299827057
509.0,2667221.033671877,2870539.844129776,3046966.8977537192,3131942.485136492,2303975.7636419083
510.0,2461252.8512665606,2562810.822454613,2665833.5781835723,2733946.062716811,2192807.2156536686
511.0,2570371.503527283,2759401.359680957,2956864.126319576,3129048.6993533312,2250771.39258578
512.0,2623191.4520322005,2797078.6303355084,2954889.6808069637,3125471.6010071468,2240862.206980718
513.0,2688459.9692615615,2830910.399605712,3002864.824769034,3090790.70479907,2320461.524824126
514.0,2642372.7577819284,2767025.654578421,2872442.523925764,2911444.4747448424,2375459.0455521056
515.0,2501826.3385112146,2670000.1519322274,2805789.2038761415,2842929.079544725,2249458.219816576
516.0,2808604.7959216093,2973275.205719948,3151598.4065212402,3250300.3765672413,2420475.0009400705
517.0,2545855.293626433,2748225.042542871,2972793.3680023435,3131815.010047424,2263137.9375178767
518.0,2520291.3160328935,2769207.3163657393,2995756.5757046714,3126250.565565203,2197512.4902528403
519.0,2506803.226753435,2703608.689100952,2844281.4098756406,2965689.8087815978,2256284.158555646
520.0,2637298.695089454,2808594.979299685,2940749.2504116953,3061014.404750676,2367506.3925258135
521.0,2764546.6543583944,2965358.122370185,3127066.6959218355,3328717.8186272844,2478695.9802277745
522.0,2554241.7337374506,2782539.47358337,2935027.0272421245,3041613.7782504363,2292380.7389804767
523.0,2584087.0958740204,2802886.987281497,3003007.1826843307,3231477.7149956473,2256569.1023460524
524.0,2725223.5234851027,2842326.6409438048,2927799.0900751334,3042343.460528516,2413467.784557762
525.0,2745195.765565884,2943618.7060150714,3077314.5372144557,3250991.3706676573,2409419.5216219774
526.0,2728355.603532837,2873163.90247837,3010449.2686735787,3038057.414831337,2412034.1329531875
527.0,2720335.364205751,2854991.335959752,2992084.858488625,3104833.150414678,2356672.883868707
528.0,2767110.22644452,2929570.0088019078,3082172.8445484433,3067506.275687098,2472227.2068699594
529.0,2747517.9987568324,2921799.880039133,3033485.2038393933,3143036.313657824,2422239.3030177583
530.0,2875581.4335132255,3007993.1287373607,3204809.551506676,3281226.707089739,2483710.85238439
531.0,2632092.029423297,2819978.0537924618,2926796.456156011,3045146.0742675,2391801.272453051
532.0,2775945.470247961,2950235.0072898814,3100608.3135790885,3206158.1472360413,2382580.8933905484
533.0,2646808.416652016,2769259.5869976035,2875242.984654856,2992827.221798368,2307354.4397887234
534.0,2713526.6274764687,2892372.381727428,2980386.3107071905,3071091.1855954244,2471389.362488929
535.0,2561224.307119052,2731469.8512822636,2899541.8156546727,2986734.0350933825,2302580.8491328373
536.0,2858627.441559601,3075575.422587272,3273627.1010580473,3384834.5363864535,2596702.632383414
537.0,2793396.7420508508,2954425.08201497,3129690.908836656,3190655.8651433312,2463452.9216385693
538.0,2309993.9817982214,2464438.82473353,2578289.5838738685,2689736.7393959817,2047003.9491446114
539.0,2537902.608052791,2804513.9855039166,3018930.723990104,3223526.388105321,2206076.6402928745
540.0,2855722.0031443075,3048189.4163365974,3159965.4857592923,3360321.651438044,2543490.489745869
541.0,2303782.606303856,2478222.8882063567,2647460.330264624,2772834.8578442507,2017352.9533052298
542.0,2536495.7092596483,2722407.043875615,2847890.1509747594,2972192.3629732477,2279809.381049214
543.0,2520550.7249178113,2768514.3378239125,2928750.652667449,3202242.634679646,2196004.751275233
544.0,2564197.3463762733,2784944.9111596956,2968199.607364186,3182052.685198359,2283411.728853834
545.0,2681002.3671610933,2807301.9465099834,2915969.430560526,3002444.8930854057,2355863.779303751
546.0,2492576.348336232,2617858.765525119,2734713.3772421503,2801396.0186731494,2154758.282811017
547.0,2797472.752590903,2958865.337800448,3088164.565186765,3130444.4841885515,2443942.664071427
548.0,2367152.9388118247,2513863.212547044,2664990.5653738715,2749515.631243397,2104363.7045722506
549.0,2600025.3220675658,2773017.0879484923,2872482.58802227,2999501.093089099,2351065.127833772
550.0,2480488.880183472,2670262.6259798,2823727.5492851157,2915992.55215628,2175103.28667705
551.0,2654961.833333771,2767123.7338557853,2861040.2893803306,2979481.2562355944,2305059.980187305
552.0,2468790.3161754017,2666017.877313417,2865561.1615883117,3009088.312942155,2159394.094994532
553.0,2631178.0563858575,2830833.421320555,2995343.0196648445,3222701.748497098,2344557.1667639962
554.0,2842350.163735097,2976570.4589318046,3051535.052538335,3159624.083854805,2520013.0893453076
555.0,2686042.6274669706,2853696.8133334117,2990721.5747719994,3120175.268043697,2363399.632533317
556.0,2782294.5882923338,2901197.9369549733,3038774.246387487,3099270.25140565,2417414.2430396634
557.0,2743949.821395668,2927287.2559572924,3106878.860155597,3175360.137290308,2466702.631875473
558.0,2751739.2876362656,2997976.503878864,3210048.804491591,3415565.333900586,2465164.7501036166
559.0,2553999.236506875,2773826.0052475356,2947587.136432813,3157102.061077802,2325743.7960764505
560.0,2625446.715842529,2790359.1161563965,2888858.9421980698,2938935.625663459,2290064.8554976704
561.0,2693317.780659726,2924671.8064352474,3079083.0804995117,3098513.4115363285,2403519.1766577577
562.0,2446142.9335822514,2596075.9708482083,2717736.967918925,2797172.0436488385,2187996.747646266
563.0,2737053.310339494,2961508.5824061343,3137028.919330505,3123761.034860486,2493350.1352724195
564.0,2636785.462318683,2778681.788688303,2893955.445575084,3014641.0485150907,2363759.491052231
565.0,2790047.7606091145,2981214.977166146,3130585.6445195293,3323043.0501500266,2491258.4401409132
566.0,2567989.9571806355,2697382.5547566633,2842590.441479136,2917886.4729448487,2280515.4527085475
567.0,2742198.4383371645,2868392.23859036,2990966.8693320616,3013718.733836205,2464693.9603853165
568.0,2339270.571269421,2558977.712528621,2726682.967227694,2820971.593475863,2094509.8607760663
569.0,2717769.7050289526,2839650.3731772546,2914613.057641688,3002086.6827571415,2362485.6284235637
570.0,2539731.5305357957,2711868.5464854175,2847192.025721254,2983014.041016942,2296290.166169517
571.0,2676851.2261962104,2833225.5832067756,2960354.532058781,3066877.7022576747,2329697.0454752836
572.0,2787445.512359166,2925202.9923189054,3008264.4637079197,3114321.9448227263,2470970.1396805425
573.0,2898624.6762837344,3169258.941969646,3358316.7947478234,3486844.756506204,2578273.762556184
574.0,2617829.980470501,2706048.7321725464,2790996.747471126,2887415.955218495,2282373.3880099966
575.0,2884012.3832156993,3035153.301366117,3149491.9733094713,3291151.6788334767,2548125.9865417527
576.0,2413384.4805370034,2573278.8036825475,2752791.929363067,2922047.620590182,2118769.625111554
577.0,2525534.5619930765,2755191.2499724785,2914246.252342096,3156637.658041366,2237976.835152924
578.0,2764800.771077766,2949324.8834245913,3059870.6635272303,3237780.233686802,2434860.512126279
579.0,2583622.828738726,2790286.7511008848,2943195.7528803074,3177003.8696283987,2229790.9324527443
580.0,2680947.2700139773,2895983.547177836,3076854.4940619883,3144091.9270488196,2389152.3523219083
581.0,2468426.284843884,2669842.9241497903,2796566.7319116145,2930221.089984177,2211627.0716931215
582.0,2544486.138145104,2726485.020066462,2916252.620487179,3032723.744529914,2270681.0420968896
583.0,2580894.0961803873,2813517.895324462,3016090.232205038,3124546.507730184,2326164.7194995834
584.0,2480619.4031675933,2672625.5401500524,2819636.5935961306,3018896.120643009,2172370.2189340885
585.0,2717057.4919602447,2889636.0788784893,3026131.944499872,3127088.035519477,2335743.9106673063
586.0,2338558.046161829,2517291.547857677,2675345.4823448155,2814956.50705513,2095962.674725554
587.0,2514176.5020172675,2639458.844258853,2742014.270478912,2852344.9861134496,2269022.6491481457
588.0,2679410.092230916,2826862.648612221,2919111.966891631,3038083.54134764,2332079.0353046907
589.0,2444985.6506381445,2635991.892565862,2766535.350265473,2908441.1300204857,2207795.854154479
590.0,2530661.0906294174,2714192.3717721533,2818437.123821249,3017548.915062984,2191097.959018457
591.0,2586697.218107759,2783776.49447142,2917333.7651276086,3069400.9517249013,2322140.1091634114
592.0,2732610.971517156,2889031.0551434597,2972086.7620057827,3050717.6240092404,2464181.734266537
593.0,2642240.0700235628,2828529.259374735,2913250.0800489183,3066765.6452825344,2354538.7139447974
594.0,2728134.5134837707,2909225.750004405,3055361.036839253,3160170.458180497,2439947.973316712
595.0,2531413.1446383526,2796594.80185845,2950380.077454492,3234897.014216189,2270086.588644982
596.0,2586389.2285337527,2767197.5578595623,2922757.71182037,3062445.6572878817,2330820.763237146
